字词,拼音
"祅祲","yù jìn"
"祅句","yù jù"
"影戤","yǐnɡ ɡài"
"影格","yǐnɡ ɡé"
"影国","yǐnɡ ɡuó"
"影和","yǐnɡ hé"
"影会","yǐnɡ huì"
"影迹","yǐnɡ jì"
"影集","yǐnɡ jí"
"影接","yǐnɡ jiē"
"影刊","yǐnɡ kān"
"影赖","yǐnɡ lài"
"影迷","yǐnɡ mí"
"影摹","yǐnɡ mó"
"影木","yǐnɡ mù"
"影片","yǐnɡ piàn"
"影评","yǐnɡ pínɡ"
"影屏","yǐnɡ pínɡ"
"影射","yǐnɡ shè"
"影身","yǐnɡ shēn"
"影身草","yǐnɡ shēn cǎo"
"影神","yǐnɡ shén"
"影事","yǐnɡ shì"
"影室","yǐnɡ shì"
"影书","yǐnɡ shū"
"影似","yǐnɡ sì"
"影堂","yǐnɡ tánɡ"
"影犀","yǐnɡ xī"
"影戏","yǐnɡ xì"
"影响","yǐnɡ xiǎnɡ"
"影象","yǐnɡ xiànɡ"
"影像","yǐnɡ xiànɡ"
"影削","yǐnɡ xuē"
"影写","yǐnɡ xiě"
"影形不离","yǐnɡ xínɡ bù lí"
"影印","yǐnɡ yìn"
"影影","yǐnɡ yǐnɡ"
"影影绰绰","yǐnɡ yǐnɡ chuō chuō"
"影占","yǐnɡ zhàn"
"影兆","yǐnɡ zhào"
"影只形单","yǐnɡ zhī xínɡ dān"
"影只形孤","yǐnɡ zhī xínɡ ɡū"
"影质","yǐnɡ zhì"
"影柱","yǐnɡ zhù"
"影子","yǐnɡ zǐ"
"影子花","yǐnɡ zǐ huā"
"影子语","yǐnɡ zǐ yǔ"
"影踪","yǐnɡ zōnɡ"
"瘿杯","yǐnɡ bēi"
"瘿瘤","yǐnɡ liú"
"瘿木","yǐnɡ mù"
"瘿瓢","yǐnɡ piáo"
"瘿相","yǐnɡ xiānɡ"
"瘿疣","yǐnɡ yóu"
"瘿肿","yǐnɡ zhǒnɡ"
"瘿尊","yǐnɡ zūn"
"巊冥","yǐnɡ mínɡ"
"映暧","yìnɡ ài"
"映蔽","yìnɡ bì"
"映彻","yìnɡ chè"
"映衬","yìnɡ chèn"
"映对","yìnɡ duì"
"映夺","yìnɡ duó"
"映发","yìnɡ fā"
"映红","yìnɡ hónɡ"
"映辉","yìnɡ huī"
"映火","yìnɡ huǒ"
"映蓝","yìnɡ lán"
"映媚","yìnɡ mèi"
"映日","yìnɡ rì"
"映日果","yìnɡ rì ɡuǒ"
"映山红","yìnɡ shān hónɡ"
"映山紫","yìnɡ shān zǐ"
"映射","yìnɡ shè"
"映身","yìnɡ shēn"
"映托","yìnɡ tuō"
"映蔚","yìnɡ wèi"
"映午","yìnɡ wǔ"
"映显","yìnɡ xiǎn"
"映现","yìnɡ xiàn"
"映像","yìnɡ xiànɡ"
"映协","yìnɡ xié"
"映雪读书","yìnɡ xuě dú shū"
"映眼","yìnɡ yǎn"
"映耀","yìnɡ yào"
"映照","yìnɡ zhào"
"硬搬","yìnɡ bān"
"硬邦邦","yìnɡ bānɡ bānɡ"
"硬帮","yìnɡ bānɡ"
"硬帮帮","yìnɡ bānɡ bānɡ"
"硬梆","yìnɡ bānɡ"
"硬梆梆","yìnɡ bānɡ bānɡ"
"硬棒棒","yìnɡ bànɡ bànɡ"
"硬绷","yìnɡ bēnɡ"
"硬绷绷","yìnɡ bēnɡ bēnɡ"
"硬蹦蹦","yìnɡ bènɡ bènɡ"
"硬笔","yìnɡ bǐ"
"硬币","yìnɡ bì"
"硬閟","yìnɡ mí"
"硬掁","yìnɡ chénɡ"
"硬触触","yìnɡ chù chù"
"硬打捱","yìnɡ dǎ ái"
"硬打挣","yìnɡ dǎ zhènɡ"
"硬胆","yìnɡ dǎn"
"硬干","yìnɡ ɡàn"
"硬弓","yìnɡ ɡōnɡ"
"硬功","yìnɡ ɡōnɡ"
"硬古古","yìnɡ ɡǔ ɡǔ"
"硬骨头","yìnɡ ɡǔ tóu"
"硬鬼","yìnɡ ɡuǐ"
"硬汉","yìnɡ hàn"
"硬汉子","yìnɡ hàn zǐ"
"硬化","yìnɡ huà"
"硬话","yìnɡ huà"
"硬黄","yìnɡ huánɡ"
"硬火","yìnɡ huǒ"
"硬货","yìnɡ huò"
"硬记","yìnɡ jì"
"硬劲","yìnɡ jìn"
"硬绢","yìnɡ juàn"
"硬蹶蹶","yìnɡ juě juě"
"硬口","yìnɡ kǒu"
"硬浪","yìnɡ lànɡ"
"硬雷","yìnɡ léi"
"硬劣","yìnɡ liè"
"硬煤","yìnɡ méi"
"硬命","yìnɡ mìnɡ"
"硬木","yìnɡ mù"
"硬碰硬","yìnɡ pènɡ yìnɡ"
"硬气","yìnɡ qì"
"硬戗","yìnɡ qiānɡ"
"硬抢","yìnɡ qiǎnɡ"
"硬翘翘","yìnɡ qiào qiào"
"硬涩","yìnɡ sè"
"硬山","yìnɡ shān"
"硬生生","yìnɡ shēnɡ shēnɡ"
"硬声硬气","yìnɡ shēnɡ yìnɡ qì"
"硬实","yìnɡ shí"
"硬是","yìnɡ shì"
"硬搠搠","yìnɡ shuò shuò"
"硬胎","yìnɡ tāi"
"硬铁汉","yìnɡ tiě hàn"
"硬挺","yìnɡ tǐnɡ"
"硬席","yìnɡ xí"
"硬行","yìnɡ xínɡ"
"硬性","yìnɡ xìnɡ"
"硬洋","yìnɡ yánɡ"
"硬译","yìnɡ yì"
"硬雨","yìnɡ yǔ"
"硬语","yìnɡ yǔ"
"硬扎","yìnɡ zhā"
"硬寨","yìnɡ zhai"
"硬仗","yìnɡ zhànɡ"
"硬挣","yìnɡ zhènɡ"
"硬挣子","yìnɡ zhènɡ zǐ"
"硬铮","yìnɡ zhēnɡ"
"硬铮铮","yìnɡ zhēnɡ zhēnɡ"
"硬正气","yìnɡ zhènɡ qì"
"硬支杀","yìnɡ zhī shā"
"硬直","yìnɡ zhí"
"媵婢","yìnɡ bì"
"媵嬖","yìnɡ bì"
"御凶","yù xiōnɡ"
"御羞","yù xiū"
"御朽","yù xiǔ"
"御叙","yù xù"
"御押","yù yā"
"御筵","yù yàn"
"御颜","yù yán"
"御宴","yù yàn"
"御窑","yù yáo"
"御药院","yù yào yuàn"
"御叶","yù yè"
"御液","yù yè"
"御衣黄","yù yī huánɡ"
"御医","yù yī"
"御营使","yù yínɡ shǐ"
"御用","yù yònɡ"
"御宇","yù yǔ"
"御园","yù yuán"
"御圆","yù yuán"
"御苑","yù yuàn"
"御云","yù yún"
"御札","yù zhá"
"御寨","yù zhai"
"御战","yù zhàn"
"御仗","yù zhànɡ"
"御帐","yù zhànɡ"
"御者","yù zhě"
"御诊","yù zhěn"
"御胗","yù zhēn"
"御正","yù zhènɡ"
"御政","yù zhènɡ"
"御旨","yù zhǐ"
"御制","yù zhì"
"御舟","yù zhōu"
"御属","yù shǔ"
"御注","yù zhù"
"御馔","yù zhuàn"
"御状","yù zhuànɡ"
"御纂","yù zuǎn"
"御佐","yù zuǒ"
"御坐","yù zuò"
"御座","yù zuò"
"棜禁","yù jìn"
"棫朴","yù pǔ"
"棫阳宫","yù yánɡ ɡōnɡ"
"焴爚","yù yuè"
"矞皇","yù huánɡ"
"矞丽","yù lì"
"矞雪","yù xuě"
"矞宇","yù yǔ"
"矞矞","yù yù"
"矞云","yù yún"
"裕德","yù dé"
"裕蛊","yù ɡǔ"
"裕固族","yù ɡù zú"
"裕国足民","yù ɡuó zú mín"
"裕宽","yù kuān"
"裕利","yù lì"
"裕陵","yù línɡ"
"裕民","yù mín"
"裕民足国","yù mín zú ɡuó"
"裕然","yù rán"
"裕饶","yù ráo"
"裕裕","yù yù"
"遇谤","yù bànɡ"
"遇便","yù biàn"
"遇变","yù biàn"
"遇谗","yù chán"
"遇臣","yù chén"
"遇到","yù dào"
"遇敌","yù dí"
"遇逢","yù fénɡ"
"遇否","yù fǒu"
"遇害","yù hài"
"遇会","yù huì"
"遇祸","yù huò"
"遇机","yù jī"
"遇急","yù jí"
"遇疾","yù jí"
"遇蹇","yù jiǎn"
"遇救","yù jiù"
"遇酷","yù kù"
"遇礼","yù lǐ"
"遇僯","yù lǐn"
"遇乱","yù luàn"
"遇目","yù mù"
"遇难","yù nán"
"遇难成祥","yù nán chénɡ xiánɡ"
"遇难呈祥","yù nán chénɡ xiánɡ"
"遇谴","yù qiǎn"
"遇犬","yù quǎn"
"遇人","yù rén"
"遇赦","yù shè"
"遇时","yù shí"
"遇事","yù shì"
"遇事生端","yù shì shēnɡ duān"
"遇水迭桥","yù shuǐ dié qiáo"
"遇屯","yù tún"
"遇物","yù wù"
"遇喜","yù xǐ"
"遇险","yù xiǎn"
"遇巷","yù xiànɡ"
"遇艳","yù yàn"
"遇缘","yù yuán"
"遇遭","yù zāo"
"遇战","yù zhàn"
"遇诛","yù zhū"
"鹆歌","yù ɡē"
"鹆研","yù yán"
"鹆眼","yù yǎn"
"愈出愈奇","yù chū yù qí"
"愈发","yù fā"
"愈风","yù fēnɡ"
"愈更","yù ɡènɡ"
"愈合","yù hé"
"愈饥","yù jī"
"愈疾","yù jí"
"愈加","yù jiā"
"愈扇","yù shàn"
"愈头风","yù tóu fēnɡ"
"愈益","yù yì"
"愈愚","yù yú"
"愈愈","yù yù"
"煜明","yù mínɡ"
"煜炜","yù wěi"
"煜耀","yù yào"
"煜熠","yù yì"
"煜煜","yù yù"
"煜爚","yù yuè"
"煜霅","yù "
"誉必待试","yù bì dài shì"
"誉臣","yù chén"
"誉称","yù chēnɡ"
"誉处","yù chǔ"
"誉儿癖","yù ér pǐ"
"誉毁","yù huǐ"
"誉籍","yù jí"
"誉奬","yù jiǎnɡ"
"誉髦","yù máo"
"誉美","yù měi"
"誉目","yù mù"
"誉墓","yù mù"
"誉说","yù shuō"
"誉叹","yù tàn"
"誉望","yù wànɡ"
"誉闻","yù wén"
"誉问","yù wèn"
"誉言","yù yán"
"誉扬","yù yánɡ"
"誉谀","yù yú"
"誉誉","yù yù"
"戫汩","yù ɡǔ"
"毓粹","yù cuì"
"毓丹","yù dān"
"毓德","yù dé"
"毓金","yù jīn"
"毓精","yù jīnɡ"
"毓圣","yù shènɡ"
"毓养","yù yǎnɡ"
"毓子孕孙","yù zǐ yùn sūn"
"游语","yóu yǔ"
"游预","yóu yù"
"游寓","yóu yù"
"游遇","yóu yù"
"游誉","yóu yù"
"游豫","yóu yù"
"游园","yóu yuán"
"游园不值","yóu yuán bù zhí"
"游园会","yóu yuán huì"
"游跃","yóu yuè"
"游云","yóu yún"
"游杂","yóu zá"
"游造","yóu zào"
"游耫","yóu "
"游瞻","yóu zhān"
"游兆","yóu zhào"
"游辙","yóu zhé"
"游侦","yóu zhēn"
"游征","yóu zhēnɡ"
"游止","yóu zhǐ"
"游趾","yóu zhǐ"
"游志","yóu zhì"
"游陟","yóu zhì"
"游烛","yóu zhú"
"游躅","yóu zhú"
"游瞩","yóu zhǔ"
"游转","yóu zhuǎn"
"游浊","yóu zhuó"
"游赀","yóu zī"
"游资","yóu zī"
"游子","yóu zǐ"
"游恣","yóu zì"
"游踪","yóu zōnɡ"
"游走","yóu zǒu"
"游卒","yóu zú"
"游嘴光棍","yóu zuǐ ɡuānɡ ɡùn"
"鱿鱼","yóu yú"
"猷虑","yóu lǜ"
"猷畧","yóu "
"猷为","yóu wéi"
"輏訇","yóu hōnɡ"
"輏鍧","yóu hōnɡ"
"輏祃","yóu mà"
"輏h","yóu "
"駀馿","yóu lǘ"
"駀駀","yóu yóu"
"蝣晷","yóu ɡuǐ"
"蝣羽","yóu yǔ"
"輶蔽","yóu bì"
"輶薄","yóu báo"
"輶车","yóu chē"
"輶德","yóu dé"
"輶渎","yóu dú"
"輶弱","yóu ruò"
"輶亵","yóu xiè"
"輶轩","yóu xuān"
"輶仪","yóu yí"
"友爱","yǒu ài"
"友党","yǒu dǎnɡ"
"友道","yǒu dào"
"友弟","yǒu dì"
"友分","yǒu fēn"
"友恭","yǒu ɡōnɡ"
"友规","yǒu ɡuī"
"友好","yǒu hǎo"
"友纪","yǒu jì"
"友教","yǒu jiào"
"友结","yǒu jié"
"友敬","yǒu jìnɡ"
"友旧","yǒu jiù"
"友军","yǒu jūn"
"友密","yǒu mì"
"友民","yǒu mín"
"友睦","yǒu mù"
"友穆","yǒu mù"
"友昵","yǒu nì"
"友朋","yǒu pénɡ"
"友洽","yǒu qià"
"友情","yǒu qínɡ"
"友人","yǒu rén"
"友仁","yǒu rén"
"友生","yǒu shēnɡ"
"友声","yǒu shēnɡ"
"友悌","yǒu tì"
"友壻","yǒu "
"友学","yǒu xué"
"友谊","yǒu yì"
"友谊关","yǒu yì ɡuān"
"友谊赛","yǒu yì sài"
"友于","yǒu yú"
"友执","yǒu zhí"
"友直","yǒu zhí"
"友助","yǒu zhù"
"友子","yǒu zǐ"
"有案可查","yǒu àn kě chá"
"有案可稽","yǒu àn kě jī"
"有邦","yǒu bānɡ"
"有卑","yǒu bēi"
"有北","yǒu běi"
"有备无患","yǒu bèi wú huàn"
"有本有原","yǒu běn yǒu yuán"
"有本有源","yǒu běn yǒu yuán"
"有鼻","yǒu bí"
"有鼻子有眼","yǒu bí zǐ yǒu yǎn"
"有庳","yǒu bì"
"有便","yǒu biàn"
"有采","yǒu cǎi"
"有差","yǒu chà"
"有产者","yǒu chǎn zhě"
"有朝","yǒu cháo"
"有朝一日","yǒu cháo yī rì"
"有成","yǒu chénɡ"
"有程","yǒu chénɡ"
"有尺水行尺船","yǒu chǐ shuǐ xínɡ chǐ chuán"
"有耻","yǒu chǐ"
"有耻且格","yǒu chǐ qiě ɡé"
"有抽有长","yǒu chōu yǒu chánɡ"
"有处","yǒu chǔ"
"有辞","yǒu cí"
"有当","yǒu dānɡ"
"有道","yǒu dào"
"有道是","yǒu dào shì"
"有得","yǒu dé"
"有德","yǒu dé"
"有的","yǒu de"
"有的放矢","yǒu de fànɡ shǐ"
"有的没的","yǒu de méi de"
"有的是","yǒu de shì"
"有等","yǒu děnɡ"
"有狄","yǒu dí"
"有底","yǒu dǐ"
"有点","yǒu diǎn"
"有肚皮","yǒu dù pí"
"有发头陀寺","yǒu fā tóu tuó sì"
"有烦","yǒu fán"
"有犯无隐","yǒu fàn wú yǐn"
"有方","yǒu fānɡ"
"有分","yǒu fēn"
"有分交","yǒu fēn jiāo"
"有分教","yǒu fēn jiào"
"有风有化","yǒu fēnɡ yǒu huà"
"有服","yǒu fú"
"有福同享﹐有祸同当","yǒu fú tónɡ xiǎnɡ  yǒu huò tónɡ dānɡ"
"有福同享﹐有难同当","yǒu fú tónɡ xiǎnɡ  yǒu nán tónɡ dānɡ"
"有负众望","yǒu fù zhònɡ wànɡ"
"有感","yǒu ɡǎn"
"有格制","yǒu ɡé zhì"
"有格致","yǒu ɡé zhì"
"有鬲","yǒu ɡé"
"有根","yǒu ɡēn"
"有根有底","yǒu ɡēn yǒu dǐ"
"有根有苗","yǒu ɡēn yǒu miáo"
"有功","yǒu ɡōnɡ"
"有功功率","yǒu ɡōnɡ ɡōnɡ lǜ"
"有垢","yǒu ɡòu"
"有古","yǒu ɡǔ"
"有骨头","yǒu ɡǔ tóu"
"有故","yǒu ɡù"
"有关","yǒu ɡuān"
"鹓舆","yuān yú"
"鹓羽","yuān yǔ"
"鹓沼","yuān zhǎo"
"箢篼","yuān dōu"
"箢箕","yuān jī"
"箢子","yuān zǐ"
"鴛鶞","bān chūn"
"鴛盾","bān dùn"
"嬽姗","yuān shān"
"鵷雉","xī zhì"
"鼘阗","yuān tián"
"鼘鼘","yuān yuān"
"元白","yuán bái"
"元白体","yuán bái tǐ"
"元板","yuán bǎn"
"元版","yuán bǎn"
"元宝","yuán bǎo"
"元宝钞","yuán bǎo chāo"
"元宝枫","yuán bǎo fēnɡ"
"元豹","yuán bào"
"元本","yuán běn"
"元弼","yuán bì"
"元辟","yuán pì"
"元才子","yuán cái zǐ"
"元长","yuán chánɡ"
"元长史","yuán chánɡ shǐ"
"元畅楼","yuán chànɡ lóu"
"元朝","yuán cháo"
"元臣","yuán chén"
"元辰","yuán chén"
"元敕","yuán chì"
"元丑","yuán chǒu"
"元储","yuán chǔ"
"元春","yuán chūn"
"元淳","yuán chún"
"元戳","yuán chuō"
"元从","yuán cónɡ"
"元旦","yuán dàn"
"元德","yuán dé"
"元灯","yuán dēnɡ"
"元嫡","yuán dí"
"元弟","yuán dì"
"元冬","yuán dōnɡ"
"元都","yuán dōu"
"元豆","yuán dòu"
"元端","yuán duān"
"元憝","yuán duì"
"元憞","yuán "
"元恶","yuán è"
"元二","yuán èr"
"元方季方","yuán fānɡ jì fānɡ"
"元妃","yuán fēi"
"元分","yuán fēn"
"元夫","yuán fū"
"元服","yuán fú"
"元符","yuán fú"
"元府","yuán fǔ"
"元辅","yuán fǔ"
"元父","yuán fù"
"元功","yuán ɡōnɡ"
"元古","yuán ɡǔ"
"元谷","yuán ɡǔ"
"元规尘","yuán ɡuī chén"
"元和格","yuán hé ɡé"
"元和脚","yuán hé jiǎo"
"元和体","yuán hé tǐ"
"元亨","yuán hēnɡ"
"元亨利贞","yuán hēnɡ lì zhēn"
"元侯","yuán hòu"
"元后","yuán hòu"
"元化","yuán huà"
"元会","yuán huì"
"元机","yuán jī"
"元基","yuán jī"
"元吉","yuán jí"
"元极","yuán jí"
"元嘉体","yuán jiā tǐ"
"元甲","yuán jiǎ"
"元奸巨恶","yuán jiān jù è"
"元间","yuán jiān"
"元件","yuán jiàn"
"元匠","yuán jiànɡ"
"元教","yuán jiào"
"元醮","yuán jiào"
"元经","yuán jīnɡ"
"元经秘旨","yuán jīnɡ mì zhǐ"
"元精","yuán jīnɡ"
"元鲸大憝","yuán jīnɡ dà duì"
"元九","yuán jiǔ"
"元酒","yuán jiǔ"
"元舅","yuán jiù"
"元驹","yuán jū"
"元隽","yuán jùn"
"元君","yuán jūn"
"元凯","yuán kǎi"
"元凯癖","yuán kǎi pǐ"
"元恺","yuán kǎi"
"元魁","yuán kuí"
"元昆","yuán kūn"
"元来","yuán lái"
"元览","yuán lǎn"
"元老","yuán lǎo"
"元理","yuán lǐ"
"元历","yuán lì"
"元良","yuán liánɡ"
"元亮","yuán liànɡ"
"元亮井","yuán liànɡ jǐnɡ"
"元亮秫","yuán liànɡ shú"
"元僚","yuán liáo"
"元寮","yuán liáo"
"元陵","yuán línɡ"
"元龙","yuán lónɡ"
"元龙百尺楼","yuán lónɡ bǎi chǐ lóu"
"元龙高卧","yuán lónɡ ɡāo wò"
"元龙豪气","yuán lónɡ háo qì"
"元龙楼","yuán lónɡ lóu"
"元麦","yuán mài"
"元煤","yuán méi"
"元门","yuán mén"
"元眇","yuán miǎo"
"元邈","yuán miǎo"
"元妙","yuán miào"
"元明","yuán mínɡ"
"元冥","yuán mínɡ"
"元命","yuán mìnɡ"
"元模","yuán mó"
"元寞","yuán mò"
"元默","yuán mò"
"元谋","yuán móu"
"元牡","yuán mǔ"
"元年","yuán nián"
"元鸟","yuán niǎo"
"元女","yuán nǚ"
"元判","yuán pàn"
"元配","yuán pèi"
"元七","yuán qī"
"元妻","yuán qī"
"元耆","yuán qí"
"元气","yuán qì"
"元椠","yuán qiàn"
"元青","yuán qīnɡ"
"元轻白俗","yuán qīnɡ bái sú"
"元穹","yuán qiónɡ"
"元邱校尉","yuán qiū xiào wèi"
"元曲","yuán qǔ"
"元渠","yuán qú"
"元娶","yuán qǔ"
"元遶","yuán rǎo"
"元日","yuán rì"
"元戎","yuán rónɡ"
"元戎启行","yuán rónɡ qǐ xínɡ"
"元散","yuán sàn"
"元色","yuán sè"
"元善","yuán shàn"
"元身","yuán shēn"
"元神","yuán shén"
"元声","yuán shēnɡ"
"元圣","yuán shènɡ"
"元识","yuán shí"
"元始","yuán shǐ"
"月垒","yuè lěi"
"月棱","yuè lénɡ"
"月棱眉","yuè lénɡ méi"
"月离","yuè lí"
"月里嫦娥","yuè lǐ chánɡ é"
"月历","yuè lì"
"月利","yuè lì"
"月粮","yuè liánɡ"
"月亮门","yuè liànɡ mén"
"月亮湾的风波","yuè liànɡ wān de fēnɡ bō"
"月料","yuè liào"
"月料钱","yuè liào qián"
"月临花","yuè lín huā"
"月麟香","yuè lín xiānɡ"
"月廪","yuè lǐn"
"月灵","yuè línɡ"
"月令","yuè lìnɡ"
"月笼","yuè lónɡ"
"月露","yuè lù"
"月露之体","yuè lù zhī tǐ"
"月鹭","yuè lù"
"月律","yuè lǜ"
"月轮","yuè lún"
"月落参横","yuè luò cān hénɡ"
"月落星沉","yuè luò xīnɡ chén"
"月落星沈","yuè luò xīnɡ shěn"
"月脉","yuè mài"
"月满","yuè mǎn"
"月满则亏","yuè mǎn zé kuī"
"月貌","yuè mào"
"月貌花容","yuè mào huā rónɡ"
"月没参横","yuè méi cān hénɡ"
"月眉","yuè méi"
"月门","yuè mén"
"月朦胧，鸟朦胧","yuè ménɡ lónɡ  niǎo ménɡ lónɡ"
"月孟","yuè mènɡ"
"月米","yuè mǐ"
"月面","yuè miàn"
"月面辐射纹","yuè miàn fú shè wén"
"月苗苗","yuè miáo miáo"
"月杪","yuè miǎo"
"月明","yuè mínɡ"
"月明千里","yuè mínɡ qiān lǐ"
"月明星稀","yuè mínɡ xīnɡ xī"
"月蓂","yuè yūn"
"月末","yuè mò"
"月母","yuè mǔ"
"月帔","yuè pèi"
"月票","yuè piào"
"月品","yuè pǐn"
"月平","yuè pínɡ"
"月评","yuè pínɡ"
"月婆","yuè pó"
"月婆子","yuè pó zǐ"
"月旗","yuè qí"
"月气","yuè qì"
"月前","yuè qián"
"月钱","yuè qián"
"月墙","yuè qiánɡ"
"月琴","yuè qín"
"月卿","yuè qīnɡ"
"月黥","yuè qínɡ"
"月球","yuè qiú"
"月球仪","yuè qiú yí"
"月缺花残","yuè quē huā cán"
"月阙","yuè què"
"月攘","yuè rǎnɡ"
"月日","yuè rì"
"月色","yuè sè"
"月蔱","yuè shā"
"月扇","yuè shàn"
"月上","yuè shànɡ"
"月梢","yuè shāo"
"月生","yuè shēnɡ"
"月石","yuè shí"
"月蚀","yuè shí"
"月氏","yuè shì"
"月市","yuè shì"
"月事","yuè shì"
"月事布","yuè shì bù"
"月试","yuè shì"
"月书","yuè shū"
"月树","yuè shù"
"月数","yuè shù"
"月竪","yuè cuì"
"月双","yuè shuānɡ"
"月水","yuè shuǐ"
"月朔","yuè shuò"
"月祀","yuè sì"
"月驷","yuè sì"
"月台","yuè tái"
"月台票","yuè tái piào"
"月坛","yuè tán"
"月堂","yuè tánɡ"
"月天","yuè tiān"
"月天子","yuè tiān zǐ"
"月头","yuè tóu"
"月头银","yuè tóu yín"
"月兔","yuè tù"
"月团","yuè tuán"
"月王","yuè wánɡ"
"月望","yuè wànɡ"
"月围湖","yuè wéi hú"
"月围潭","yuè wéi tán"
"月尾","yuè wěi"
"月窝","yuè wō"
"月午","yuè wǔ"
"月夕","yuè xī"
"月夕花朝","yuè xī huā cháo"
"月夕花晨","yuè xī huā chén"
"月息","yuè xī"
"月峡","yuè xiá"
"月硖","yuè xiá"
"月下","yuè xià"
"月下白","yuè xià bái"
"月下花前","yuè xià huā qián"
"月下老","yuè xià lǎo"
"月下老儿","yuè xià lǎo ér"
"月下老人","yuè xià lǎo rén"
"月下书","yuè xià shū"
"月弦","yuè xián"
"月相","yuè xiānɡ"
"月享","yuè xiǎnɡ"
"月小","yuè xiǎo"
"月校","yuè xiào"
"月胁","yuè xié"
"月榭","yuè xiè"
"月薪","yuè xīn"
"月信","yuè xìn"
"月雄","yuè xiónɡ"
"月选","yuè xuǎn"
"月牙","yuè yá"
"月芽","yuè yá"
"月研","yuè yán"
"月砚","yuè yàn"
"月阳","yuè yánɡ"
"月要","yuè yào"
"月曜","yuè yào"
"月夜","yuè yè"
"月一盘","yuè yī pán"
"月仪","yuè yí"
"月异日新","yuè yì rì xīn"
"月阴","yuè yīn"
"月盈则食","yuè yínɡ zé shí"
"月影","yuè yǐnɡ"
"月影台","yuè yǐnɡ tái"
"月佣","yuè yònɡ"
"月游","yuè yóu"
"月酉","yuè yǒu"
"月鱼","yuè yú"
"月宇","yuè yǔ"
"月羽","yuè yǔ"
"月驭","yuè yù"
"月域","yuè yù"
"月御","yuè yù"
"月圆花好","yuè yuán huā hǎo"
"月月","yuè yuè"
"月月红","yuè yuè hónɡ"
"月运","yuè yùn"
"月晕","yuè yūn"
"云障","yún zhànɡ"
"云嶂","yún zhànɡ"
"云瘴","yún zhànɡ"
"云辙","yún zhé"
"云者","yún zhě"
"云臻","yún zhēn"
"云阵","yún zhèn"
"云征","yún zhēnɡ"
"云钲","yún zhēnɡ"
"云筝","yún zhēnɡ"
"云蒸龙变","yún zhēnɡ lónɡ biàn"
"云蒸雾集","yún zhēnɡ wù jí"
"云蒸霞蔚","yún zhēnɡ xiá wèi"
"云芝","yún zhī"
"云枝","yún zhī"
"云纸","yún zhǐ"
"云智","yún zhì"
"云中鹤","yún zhōnɡ hè"
"云中君","yún zhōnɡ jūn"
"云中太守","yún zhōnɡ tài shǒu"
"云中仙鹤","yún zhōnɡ xiān hè"
"云中雪","yún zhōnɡ xuě"
"云舟","yún zhōu"
"云珠","yún zhū"
"云竹","yún zhú"
"云渚","yún zhǔ"
"云属","yún shǔ"
"云篆","yún zhuàn"
"云庄休居自适小乐府","yún zhuānɡ xiū jū zì shì xiǎo lè fǔ"
"云装","yún zhuānɡ"
"云幢","yún zhuànɡ"
"云滋","yún zī"
"云辎","yún zī"
"云子","yún zǐ"
"云鬷","yún zhěn"
"云族","yún zú"
"云樽","yún zūn"
"匀饬","yún chì"
"匀调","yún diào"
"匀兑","yún duì"
"匀滚","yún ɡǔn"
"匀和","yún hé"
"匀红点翠","yún hónɡ diǎn cuì"
"匀画","yún huà"
"匀浄","yún jìnɡ"
"匀静","yún jìnɡ"
"匀均","yún jūn"
"匀脸","yún liǎn"
"匀溜","yún liū"
"匀面","yún miàn"
"匀实","yún shí"
"匀速圆周运动","yún sù yuán zhōu yùn dònɡ"
"匀速直线运动","yún sù zhí xiàn yùn dònɡ"
"匀摊","yún tān"
"匀亭","yún tínɡ"
"匀停","yún tínɡ"
"匀妥","yún tuǒ"
"匀圆","yún yuán"
"匀匀","yún yún"
"匀整","yún zhěnɡ"
"匀脂抹粉","yún zhī mò fěn"
"匀注","yún zhù"
"伝伝","yún yún"
"妘调","yún diào"
"妘子","yún zǐ"
"纭纷","yún fēn"
"纭纭","yún yún"
"芸编","yún biān"
"芸草","yún cǎo"
"芸锄","yún chú"
"芸窗","yún chuānɡ"
"芸牕","yún "
"芸夫","yún fū"
"芸阁","yún ɡé"
"芸馆","yún ɡuǎn"
"芸合","yún hé"
"芸简","yún jiǎn"
"芸扃","yún jiōnɡ"
"芸签","yún qiān"
"芸人","yún rén"
"芸生","yún shēnɡ"
"芸省","yún shěnɡ"
"芸署","yún shǔ"
"芸庶","yún shù"
"芸台","yún tái"
"芸薹","yún tái"
"芸香","yún xiānɡ"
"芸香阁","yún xiānɡ ɡé"
"芸香科","yún xiānɡ kē"
"芸香署","yún xiānɡ shǔ"
"芸芸","yún yún"
"芸芸众生","yún yún zhònɡ shēnɡ"
"芸帙","yún zhì"
"畇畇","yún yún"
"眃遂","yún suí"
"眃脱","yún tuō"
"眃注","yún zhù"
"眃子","yún zǐ"
"耘艾","yún ài"
"耘耛","yún "
"耘除","yún chú"
"耘锄","yún chú"
"耘荡","yún dànɡ"
"耘耕","yún ɡēnɡ"
"耘鼓","yún ɡǔ"
"耘秽","yún huì"
"耘获","yún huò"
"耘笠","yún lì"
"耘耨","yún nòu"
"耘耙","yún pá"
"耘藄","yún tì"
"耘田鼓","yún tián ɡǔ"
"耘鉯","yún yǐ"
"耘艺","yún yì"
"耘耘","yún yún"
"耘治","yún zhì"
"耘爪","yún zhǎo"
"耘耔","yún zǐ"
